ID,Created,Name,Description,Playlist URL
54619c5505a642c7817513ada61bba8b,2025-08-09T22:32:45Z,foreign love,"your favorite speak song... jk... ""song from a non-US country"" ",https://open.spotify.com/playlist/4JgHeMmyHORi5zFGpcLV4A
ab55f9eebf3144eea25f797535608afd,2025-08-09T22:35:50Z,your karaoke booth,"""songs you scream sing in the car when you're alone""",https://open.spotify.com/playlist/7rJHwZY2I5OYDoWNo1wbDr
2efd6a337ae841dc913425d8bb1f544c,2025-08-09T22:43:24Z,daylist prompt: 'spooky dirty rock Saturday evening',"""here's some dirty rock, spooky, cottage, hipster, alternative indie, barbecue - inspired by your listening on Saturday evenings"" -- i'm really not sure what this says about my Saturday nights :/ ",https://open.spotify.com/playlist/6uMGvE2P0OMvtIsS4leGdQ
52d552eb56de4dd4b6c8e5fca4c8bccf,2025-08-09T22:44:35Z,Andy Hawkins,"""make this round a person and everyone submits a song that represents them in some way"" -- submit a song that reminds you of/represents Andy.. recommend you leave a note in the comments explaining your choice.  ",https://open.spotify.com/playlist/7o27oU2DFgtwcNkzdGzwsj
ea9eb8bc1fd14b97ade93fffaa12c971,2025-08-09T22:49:15Z,sing for your supper,"""songs to play/sing on the street as a busker who relies on tips""",https://open.spotify.com/playlist/6mXJj666l4PDm592b3aBGF
5450653fb1c642a1a81fd112f9aa0e2e,2025-08-09T22:54:05Z,(s)he's going the distance,"""songs that will bully you into finishing the mile""",https://open.spotify.com/playlist/7KaqtPQBTVhnEE1CgrpjL3
